HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME,STATE,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE),"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)
37833,Unity Health Plans Insurance Corporation,WI,4934795.29,7490116.39,802161.46
22554,US Health and Life Insurance Company,WI,N/A,N/A,-5690.86
81974,Wisconsin Physicians Svc Insurance Corp,WI,29569505.7,9253503.82,391472.58
84670,"WPS Health Plan, Inc.",WI,20641930.66,6159459.81,-72821.47
26661,Coventry Health & Life Insurance Co.,WV,N/A,N/A,805014.72
33577,"Coventry Health Care of West Virginia, Inc.",WV,28106.85,-107392.55,140229.75
14414,Federated Mutual Insurance Company,WV,N/A,N/A,-9423.93
31274,Highmark Blue Cross Blue Shield West Virginia,WV,26810291.22,128655.69,-413253.52
48421,John Alden Life Insurance Company,WV,N/A,N/A,20283.29
95628,"Optimum Choice, Inc.",WV,N/A,N/A,-51774.44
72982,The Health Plan of the Upper Ohio Valley,WV,61624.21,36581.6,-127889.82
59772,THP Insurance Company,WV,N/A,N/A,16747.8
35992,Time Insurance Company,WV,48505.44,-57844.83,-59979.36
77060,UnitedHealthcare Insurance Company,WV,N/A,N/A,-319954.48
79022,Aetna Health of Utah Inc.,WY,0,-50038.73,11533.35
11269,Blue Cross Blue Shield of Wyoming,WY,7922982.99,6093726.2,-490054.01
49290,Celtic Insurance Company,WY,0,-16001.9,N/A
47823,Freedom Life Insurance,WY,0,-913.16,N/A
72208,John Alden Life Insurance Company,WY,N/A,N/A,45022.01
29941,Time Insurance Company,WY,5301137.18,36704.98,594176.69
49714,UnitedHealthcare Insurance Company,WY,N/A,N/A,-160678
53189,WINhealth Partners,WY,13488376.6,-6063477.37,N/A
